dataset,runs,isotonic_test_id_ece_before_mean,isotonic_test_id_ece_before_std,isotonic_test_id_ece_after_mean,isotonic_test_id_ece_after_std,isotonic_test_id_ece_after_delta,isotonic_test_auroc_entropy_before_mean,isotonic_test_auroc_entropy_before_std,isotonic_test_auroc_entropy_after_mean,isotonic_test_auroc_entropy_after_std,isotonic_test_auroc_entropy_after_delta
amazon_ratings,3,0.13608214811091998,0.11109676026705745,0.0072313131890841,0.003995988311835554,-0.12885083492183588,0.48363716332676376,0.0028943175856813853,0.4939166999754648,0.012398482936035394,0.010279536648701015
arxiv,3,0.021783540726857547,0.023923029699391838,0.010462477840199033,0.0030587129718979635,-0.011321062886658514,0.5115077520772439,0.04250538475929016,0.5316816812171024,0.0014489176772344927,0.020173929139858493
chameleon,3,0.0984080019204513,0.132614398414666,0.05281428475633426,0.040749928681550994,-0.04559371716411703,0.5992418142780461,0.17564431163393107,0.5406602254428341,0.18305835169489681,-0.05858158883521203
coauthor,3,0.1190700118707095,0.03590215320363103,0.08738348026328778,0.06878677311682402,-0.031686531607421714,0.47669916135028223,0.08525153260596645,0.47607505482802587,0.09631196102985137,-0.0006241065222563624
cora,3,0.0756870045126239,0.03166490533996122,0.05268140546164576,0.035882922829274765,-0.023005599050978147,0.5245623288178252,0.04637060136335117,0.5434841278653737,0.10410071393029513,0.018921799047548538
roman_empire,3,0.07185310357229323,0.04854689194583429,0.018613398004562583,0.0017341382939836795,-0.053239705567730645,0.46403859901482053,0.15989140888146464,0.3650988857547537,0.04862483119001375,-0.09893971326006684
squirrel,3,0.018554952015575242,0.013546175742535919,0.02978299201033809,0.011089290339319748,0.011228039994762847,0.5328021599940653,0.030509450869781667,0.5569070440261226,0.026079178690982644,0.02410488403205724
