dataset,runs,isotonic_test_id_ece_before_mean,isotonic_test_id_ece_before_std,isotonic_test_id_ece_after_mean,isotonic_test_id_ece_after_std,isotonic_test_id_ece_after_delta,isotonic_test_auroc_entropy_before_mean,isotonic_test_auroc_entropy_before_std,isotonic_test_auroc_entropy_after_mean,isotonic_test_auroc_entropy_after_std,isotonic_test_auroc_entropy_after_delta
nuscenes,3,0.17483043456312472,0.033946832232149185,0.10788209910063797,0.012345547078308804,-0.06694833546248675,0.4513233328317818,0.08598763354112501,0.5146950239545376,0.003435054524835344,0.06337169112275581
