dataset,runs,isotonic_test_id_ece_before_mean,isotonic_test_id_ece_before_std,isotonic_test_id_ece_after_mean,isotonic_test_id_ece_after_std,isotonic_test_id_ece_after_delta,isotonic_test_auroc_entropy_before_mean,isotonic_test_auroc_entropy_before_std,isotonic_test_auroc_entropy_after_mean,isotonic_test_auroc_entropy_after_std,isotonic_test_auroc_entropy_after_delta
road,3,0.03816889926408593,0.018681802052084855,0.050581782794403646,0.04255950459873007,0.012412883530317713,0.5903170932080797,0.07922118029747409,0.561920101832457,0.05828266742509819,-0.028396991375622682
