run_id,run_name,dataset,model,gnn_type,hidden_channels,num_layers,lr,weight_decay,batch_size,train_loss,train_bce,train_mr,train_acc,val_loss,val_f1,val_auroc_entropy,test_acc_id,test_auroc_entropy,epoch,num_id_classes,focal_strategy,num_output_heads
1e9n488t,run-20260407_045012-1e9n488t,amazon_ratings,random_set,GAT,64,3,0.04876683335352644,0.05731213710255308,-1,0.5294671058654785,0.529119610786438,0.10086610168218613,0.6364043951034546,0.5291967391967773,0.6364858746528625,0.5000983476638794,0.6363228559494019,0.49795106053352356,57.0,3,full_power_set,7
dorykluh,run-20260407_045044-dorykluh,amazon_ratings,random_set,GAT,128,3,0.0703037280450143,0.039045661957951325,-1,0.4814392924308777,0.4812588393688202,0.050046153366565704,0.6364043951034546,0.4816729426383972,0.6364858746528625,0.473939448595047,0.6363228559494019,0.48220932483673096,54.0,3,full_power_set,7
ddbztb6z,run-20260407_045120-ddbztb6z,amazon_ratings,random_set,GAT,64,2,0.09916092529644162,0.05465211070035255,-1,0.499554306268692,0.4993058145046234,0.07268533855676651,0.6364043951034546,0.5000422596931458,0.6364858746528625,0.4757069945335388,0.6363228559494019,0.4838423728942871,54.0,3,full_power_set,7
d30arxxu,run-20260407_045152-d30arxxu,amazon_ratings,random_set,GAT,128,3,0.04596729043521856,0.08855551105146997,-1,0.5925952792167664,0.5920854806900024,0.15238067507743835,0.6364043951034546,0.5925227999687195,0.6364858746528625,0.5,0.6363228559494019,0.5,57.0,3,full_power_set,7
nrw3njhz,run-20260407_045229-nrw3njhz,amazon_ratings,random_set,GAT,256,3,0.0547921356863655,0.055448254006012346,-1,0.5217519998550415,0.5214276909828186,0.09552460163831711,0.6364043951034546,0.5221967101097107,0.6364858746528625,0.4909210205078125,0.6363228559494019,0.49927178025245667,54.0,3,full_power_set,7
2ejei7c8,run-20260407_045332-2ejei7c8,amazon_ratings,random_set,GAT,128,2,0.09962433121808524,0.027336597158127,-1,0.4672088921070099,0.4670957624912262,0.029921673238277435,0.6364043951034546,0.4670000970363617,0.6364858746528625,0.4747970402240753,0.6363228559494019,0.4830341935157776,55.0,3,full_power_set,7
9nw4f5vw,run-20260407_045403-9nw4f5vw,amazon_ratings,random_set,GAT,128,3,0.027996742356709212,0.0831744006379565,-1,0.5877686738967896,0.5872701406478882,0.15012910962104797,0.6364043951034546,0.5877180099487305,0.6364858746528625,0.5,0.6363228559494019,0.5,59.0,3,full_power_set,7
gbl0i2br,run-20260407_045450-gbl0i2br,amazon_ratings,random_set,GAT,64,3,0.02450176670752366,0.0785655569580728,-1,0.5755521655082703,0.5750851631164551,0.1414082646369934,0.6364043951034546,0.5756183862686157,0.6364858746528625,0.5,0.6363228559494019,0.5,60.0,3,full_power_set,7
pej24kt4,run-20260407_045522-pej24kt4,amazon_ratings,random_set,GAT,128,3,0.013966908289855811,0.09416452140533124,-1,0.5952467918395996,0.594731330871582,0.15471671521663666,0.6364043951034546,0.5953049659729004,0.6364858746528625,0.5,0.6363228559494019,0.5,65.0,3,full_power_set,7
rjhh5bdx,run-20260407_045604-rjhh5bdx,amazon_ratings,random_set,GAT,128,3,0.016936037218024898,0.08176082665256322,-1,0.5814028382301331,0.5809184908866882,0.14417102932929993,0.6364043951034546,0.5815588235855103,0.6364858746528625,0.5,0.6363228559494019,0.5,63.0,3,full_power_set,7
